word,definitionUrl,partOfSpeech,cefrLevel,americanPronUrl,britishPronUrl
alert,/definition/english/alert_1,verb,c1,/media/english/us_pron/a/ale/alert/alert__us_1.mp3,/media/english/uk_pron/a/ale/alert/alert__gb_1.mp3
alien,/definition/english/alien_2,adjective,c1,/media/english/us_pron/a/ali/alien/alien__us_1_rr.mp3,/media/english/uk_pron/a/ali/alien/alien__gb_2.mp3
alien,/definition/english/alien_1,noun,b2,/media/english/us_pron/a/ali/alien/alien__us_1_rr.mp3,/media/english/uk_pron/a/ali/alien/alien__gb_2.mp3
align,/definition/english/align,verb,c1,/media/english/us_pron/a/ali/align/align__us_1.mp3,/media/english/uk_pron/a/ali/align/align__gb_1.mp3
alignment,/definition/english/alignment,noun,c1,/media/english/us_pron/a/ali/align/alignment__us_1.mp3,/media/english/uk_pron/a/ali/align/alignment__gb_1.mp3
alike,/definition/english/alike_2,adjective,c1,/media/english/us_pron/a/ali/alike/alike__us_1.mp3,/media/english/uk_pron/a/ali/alike/alike__gb_2.mp3
alike,/definition/english/alike_1,adverb,c1,/media/english/us_pron/a/ali/alike/alike__us_1.mp3,/media/english/uk_pron/a/ali/alike/alike__gb_2.mp3
alive,/definition/english/alive,adjective,a2,/media/english/us_pron/a/ali/alive/alive__us_2.mp3,/media/english/uk_pron/a/ali/alive/alive__gb_1.mp3
all,/definition/english/all_3,adverb,a2,/media/english/us_pron/a/all/all__/all__us_1.mp3,/media/english/uk_pron/a/all/all__/all__gb_1.mp3
all,/definition/english/all_1,determiner,a1,/media/english/us_pron/a/all/all__/all__us_1.mp3,/media/english/uk_pron/a/all/all__/all__gb_1.mp3
all,/definition/english/all_2,pronoun,a1,/media/english/us_pron/a/all/all__/all__us_1.mp3,/media/english/uk_pron/a/all/all__/all__gb_1.mp3
all right,/definition/english/all-right_2,adjective,a2,/media/english/us_pron/a/all/all_r/all_right_1_us_3.mp3,/media/english/uk_pron/a/all/all_r/all_right_1_gb_2.mp3
all right,/definition/english/all-right_2,adverb,a2,/media/english/us_pron/a/all/all_r/all_right_1_us_3.mp3,/media/english/uk_pron/a/all/all_r/all_right_1_gb_2.mp3
all right,/definition/english/all-right_1,exclamation,a2,/media/english/us_pron/a/all/all_r/all_right_1_us_3.mp3,/media/english/uk_pron/a/all/all_r/all_right_1_gb_2.mp3
allegation,/definition/english/allegation,noun,c1,/media/english/us_pron/a/all/alleg/allegation__us_1.mp3,/media/english/uk_pron/a/all/alleg/allegation__gb_1.mp3
allege,/definition/english/allege,verb,c1,/media/english/us_pron/a/all/alleg/allege__us_1.mp3,/media/english/uk_pron/a/all/alleg/allege__gb_1.mp3
allegedly,/definition/english/allegedly,adverb,c1,/media/english/us_pron/a/all/alleg/allegedly__us_1.mp3,/media/english/uk_pron/a/all/alleg/allegedly__gb_1.mp3
alliance,/definition/english/alliance,noun,c1,/media/english/us_pron/a/all/allia/alliance__us_1.mp3,/media/english/uk_pron/a/all/allia/alliance__gb_1.mp3
allocate,/definition/english/allocate,verb,c1,/media/english/us_pron/a/all/alloc/allocate__us_1.mp3,/media/english/uk_pron/a/all/alloc/allocate__gb_1.mp3
allocation,/definition/english/allocation,noun,c1,/media/english/us_pron/a/all/alloc/allocation__us_1.mp3,/media/english/uk_pron/a/all/alloc/allocation__gb_2.mp3
allow,/definition/english/allow,verb,a2,/media/english/us_pron/a/all/allow/allow__us_2.mp3,/media/english/uk_pron/a/all/allow/allow__gb_1.mp3
allowance,/definition/english/allowance,noun,c1,/media/english/us_pron/a/all/allow/allowance__us_1.mp3,/media/english/uk_pron/a/all/allow/allowance__gb_1.mp3
ally,/definition/english/ally_1,noun,c1,/media/english/us_pron/a/all/ally_/ally__us_1.mp3,/media/english/uk_pron/a/all/ally_/ally__gb_1.mp3
almost,/definition/english/almost,adverb,a2,/media/english/us_pron/a/alm/almos/almost__us_1_rr.mp3,/media/english/uk_pron/a/alm/almos/almost__gb_1.mp3
alone,/definition/english/alone,adjective,a2,/media/english/us_pron/a/alo/alone/alone__us_1.mp3,/media/english/uk_pron/a/alo/alone/alone__gb_1.mp3
alone,/definition/english/alone,adverb,a2,/media/english/us_pron/a/alo/alone/alone__us_1.mp3,/media/english/uk_pron/a/alo/alone/alone__gb_1.mp3
along,/definition/english/along_2,adverb,a2,/media/english/us_pron/a/alo/along/along__us_2.mp3,/media/english/uk_pron/a/alo/along/along__gb_1.mp3
along,/definition/english/along_1,preposition,a2,/media/english/us_pron/a/alo/along/along__us_2.mp3,/media/english/uk_pron/a/alo/along/along__gb_1.mp3
alongside,/definition/english/alongside_2,preposition,b2,/media/english/us_pron/a/alo/along/alongside__us_2.mp3,/media/english/uk_pron/a/alo/along/alongside__gb_1.mp3
already,/definition/english/already,adverb,a2,/media/english/us_pron/a/alr/alrea/already__us_3.mp3,/media/english/uk_pron/a/alr/alrea/already__gb_1.mp3
also,/definition/english/also,adverb,a1,/media/english/us_pron/a/als/also_/also__us_3.mp3,/media/english/uk_pron/a/als/also_/also__gb_1.mp3
alter,/definition/english/alter,verb,b2,/media/english/us_pron/a/alt/alter/alter__us_4.mp3,/media/english/uk_pron/a/alt/alter/alter__gb_1.mp3
alternative,/definition/english/alternative_2,adjective,b1,/media/english/us_pron/a/alt/alter/alternative__us_1.mp3,/media/english/uk_pron/a/alt/alter/alternative__gb_3.mp3
alternative,/definition/english/alternative_1,noun,a2,/media/english/us_pron/a/alt/alter/alternative__us_1.mp3,/media/english/uk_pron/a/alt/alter/alternative__gb_3.mp3
although,/definition/english/although,conjunction,a2,/media/english/us_pron/a/alt/altho/although__us_3.mp3,/media/english/uk_pron/a/alt/altho/although__gb_3.mp3
altogether,/definition/english/altogether_1,adverb,b2,/media/english/us_pron/a/alt/altog/altogether__us_1_rr.mp3,/media/english/uk_pron/a/alt/altog/altogether__gb_1.mp3
aluminium,/definition/english/aluminium,noun,c1,/media/english/us_pron/a/alu/alumi/aluminium__us_1.mp3,/media/english/uk_pron/a/alu/alumi/aluminium__gb_1.mp3
always,/definition/english/always,adverb,a1,/media/english/us_pron/a/alw/alway/always__us_1_rr.mp3,/media/english/uk_pron/a/alw/alway/always__gb_1.mp3
amateur,/definition/english/amateur_1,adjective,c1,/media/english/us_pron/a/ama/amate/amateur__us_1.mp3,/media/english/uk_pron/a/ama/amate/amateur__gb_1.mp3
amateur,/definition/english/amateur_2,noun,c1,/media/english/us_pron/a/ama/amate/amateur__us_1.mp3,/media/english/uk_pron/a/ama/amate/amateur__gb_1.mp3
amazed,/definition/english/amazed,adjective,b1,/media/english/us_pron/a/ama/amaze/amazed__us_2.mp3,/media/english/uk_pron/a/ama/amaze/amazed__gb_1.mp3
amazing,/definition/english/amazing,adjective,a1,/media/english/us_pron/a/ama/amazi/amazing__us_2.mp3,/media/english/uk_pron/a/ama/amazi/amazing__gb_1.mp3
ambassador,/definition/english/ambassador,noun,c1,/media/english/us_pron/a/amb/ambas/ambassador__us_1_rr.mp3,/media/english/uk_pron/a/amb/ambas/ambassador__gb_1.mp3
ambition,/definition/english/ambition_1,noun,b1,/media/english/us_pron/a/amb/ambit/ambition__us_2.mp3,/media/english/uk_pron/a/amb/ambit/ambition__gb_1.mp3
ambitious,/definition/english/ambitious,adjective,b1,/media/english/us_pron/a/amb/ambit/ambitious__us_2.mp3,/media/english/uk_pron/a/amb/ambit/ambitious__gb_1.mp3
ambulance,/definition/english/ambulance,noun,b2,/media/english/us_pron/a/amb/ambul/ambulance__us_1.mp3,/media/english/uk_pron/a/amb/ambul/ambulance__gb_5.mp3
amend,/definition/english/amend,verb,c1,/media/english/us_pron/a/ame/amend/amend__us_1.mp3,/media/english/uk_pron/a/ame/amend/amend__gb_2.mp3
amendment,/definition/english/amendment,noun,c1,/media/english/us_pron/a/ame/amend/amendment__us_1.mp3,/media/english/uk_pron/a/ame/amend/amendment__gb_1.mp3
amid,/definition/english/amid,preposition,c1,/media/english/us_pron/a/ami/amid_/amid__us_1.mp3,/media/english/uk_pron/a/ami/amid_/amid__gb_1.mp3
among,/definition/english/among,preposition,a2,/media/english/us_pron/a/amo/among/among__us_2.mp3,/media/english/uk_pron/a/amo/among/among__gb_1.mp3
amount,/definition/english/amount_1,noun,a2,/media/english/us_pron/a/amo/amoun/amount__us_1.mp3,/media/english/uk_pron/a/amo/amoun/amount__gb_2.mp3
amount,/definition/english/amount_2,verb,b2,/media/english/us_pron/a/amo/amoun/amount__us_1.mp3,/media/english/uk_pron/a/amo/amoun/amount__gb_2.mp3
amusing,/definition/english/amusing,adjective,b2,/media/english/us_pron/a/amu/amusi/amusing__us_1.mp3,/media/english/uk_pron/a/amu/amusi/amusing__gb_1.mp3
analogy,/definition/english/analogy,noun,c1,/media/english/us_pron/a/ana/analo/analogy__us_1.mp3,/media/english/uk_pron/a/ana/analo/analogy__gb_2.mp3
analyse,/definition/english/analyse,verb,b1,/media/english/us_pron/a/ana/analy/analyse__us_2.mp3,/media/english/uk_pron/a/ana/analy/analyse__gb_6.mp3
analysis,/definition/english/analysis,noun,b1,/media/english/us_pron/a/ana/analy/analysis__us_2.mp3,/media/english/uk_pron/a/ana/analy/analysis__gb_4.mp3
analyst,/definition/english/analyst,noun,b2,/media/english/us_pron/a/ana/analy/analyst__us_1.mp3,/media/english/uk_pron/a/ana/analy/analyst__gb_1.mp3
ancestor,/definition/english/ancestor,noun,b2,/media/english/us_pron/a/anc/ances/ancestor__us_1.mp3,/media/english/uk_pron/a/anc/ances/ancestor__gb_4.mp3
anchor,/definition/english/anchor_1,noun,c1,/media/english/us_pron/a/anc/ancho/anchor__us_1.mp3,/media/english/uk_pron/a/anc/ancho/anchor__gb_1.mp3
ancient,/definition/english/ancient,adjective,a2,/media/english/us_pron/a/anc/ancie/ancient__us_1.mp3,/media/english/uk_pron/a/anc/ancie/ancient__gb_2.mp3
and,/definition/english/and,conjunction,a1,/media/english/us_pron/a/and/and__/and__us_1.mp3,/media/english/uk_pron/a/and/and__/and__gb_1.mp3
angel,/definition/english/angel,noun,c1,/media/english/us_pron/a/ang/angel/angel__us_1.mp3,/media/english/uk_pron/a/ang/angel/angel__gb_1.mp3
anger,/definition/english/anger_1,noun,b2,/media/english/us_pron/a/ang/anger/anger__us_2.mp3,/media/english/uk_pron/a/ang/anger/anger__gb_1.mp3
angle,/definition/english/angle_1,noun,b2,/media/english/us_pron/a/ang/angle/angle__us_1.mp3,/media/english/uk_pron/a/ang/angle/angle__gb_1.mp3
angrily,/definition/english/angrily,adverb,b1,/media/english/us_pron/a/ang/angri/angrily__us_1.mp3,/media/english/uk_pron/a/ang/angri/angrily__gb_1.mp3
angry,/definition/english/angry,adjective,a1,/media/english/us_pron/a/ang/angry/angry__us_1.mp3,/media/english/uk_pron/a/ang/angry/angry__gb_2.mp3
animal,/definition/english/animal_1,noun,a1,/media/english/us_pron/a/ani/anima/animal__us_1.mp3,/media/english/uk_pron/a/ani/anima/animal__gb_1.mp3
animation,/definition/english/animation,noun,b2,/media/english/us_pron/a/ani/anima/animation__us_1.mp3,/media/english/uk_pron/a/ani/anima/animation__gb_1.mp3
ankle,/definition/english/ankle,noun,a2,/media/english/us_pron/a/ank/ankle/ankle__us_1.mp3,/media/english/uk_pron/a/ank/ankle/ankle__gb_1.mp3
anniversary,/definition/english/anniversary,noun,b2,/media/english/us_pron/a/ann/anniv/anniversary__us_1.mp3,/media/english/uk_pron/a/ann/anniv/anniversary__gb_1.mp3
announce,/definition/english/announce,verb,b1,/media/english/us_pron/a/ann/annou/announce__us_1.mp3,/media/english/uk_pron/a/ann/annou/announce__gb_1.mp3
announcement,/definition/english/announcement,noun,b1,/media/english/us_pron/a/ann/annou/announcement__us_1.mp3,/media/english/uk_pron/a/ann/annou/announcement__gb_1.mp3
annoy,/definition/english/annoy,verb,b1,/media/english/us_pron/a/ann/annoy/annoy__us_1.mp3,/media/english/uk_pron/a/ann/annoy/annoy__gb_1.mp3
annoyed,/definition/english/annoyed,adjective,b1,/media/english/us_pron/a/ann/annoy/annoyed__us_3.mp3,/media/english/uk_pron/a/ann/annoy/annoyed__gb_1.mp3
annoying,/definition/english/annoying,adjective,b1,/media/english/us_pron/a/ann/annoy/annoying__us_3.mp3,/media/english/uk_pron/a/ann/annoy/annoying__gb_1.mp3
annual,/definition/english/annual_1,adjective,b2,/media/english/us_pron/a/ann/annua/annual__us_1.mp3,/media/english/uk_pron/a/ann/annua/annual__gb_4.mp3
annually,/definition/english/annually,adverb,b2,/media/english/us_pron/a/ann/annua/annually__us_1.mp3,/media/english/uk_pron/a/ann/annua/annually__gb_1.mp3
anonymous,/definition/english/anonymous,adjective,c1,/media/english/us_pron/a/ano/anony/anonymous__us_1.mp3,/media/english/uk_pron/a/ano/anony/anonymous__gb_1.mp3
another,/definition/english/another,determiner,a1,/media/english/us_pron/a/ano/anoth/another__us_2.mp3,/media/english/uk_pron/a/ano/anoth/another__gb_1.mp3
another,/definition/english/another,pronoun,a1,/media/english/us_pron/a/ano/anoth/another__us_2.mp3,/media/english/uk_pron/a/ano/anoth/another__gb_1.mp3
answer,/definition/english/answer_1,noun,a1,/media/english/us_pron/a/ans/answe/answer__us_1.mp3,/media/english/uk_pron/a/ans/answe/answer__gb_1.mp3
answer,/definition/english/answer_2,verb,a1,/media/english/us_pron/a/ans/answe/answer__us_1.mp3,/media/english/uk_pron/a/ans/answe/answer__gb_1.mp3
anticipate,/definition/english/anticipate,verb,b2,/media/english/us_pron/a/ant/antic/anticipate__us_1.mp3,/media/english/uk_pron/a/ant/antic/anticipate__gb_1.mp3
anxiety,/definition/english/anxiety,noun,b2,/media/english/us_pron/a/anx/anxie/anxiety__us_1.mp3,/media/english/uk_pron/a/anx/anxie/anxiety__gb_1.mp3
anxious,/definition/english/anxious,adjective,b2,/media/english/us_pron/a/anx/anxio/anxious__us_1.mp3,/media/english/uk_pron/a/anx/anxio/anxious__gb_1.mp3
any,/definition/english/any_3,adverb,a2,/media/english/us_pron/a/any/any__/any__us_1.mp3,/media/english/uk_pron/a/any/any__/any__gb_1.mp3
any,/definition/english/any_1,determiner,a1,/media/english/us_pron/a/any/any__/any__us_1.mp3,/media/english/uk_pron/a/any/any__/any__gb_1.mp3
any,/definition/english/any_2,pronoun,a1,/media/english/us_pron/a/any/any__/any__us_1.mp3,/media/english/uk_pron/a/any/any__/any__gb_1.mp3
any more,/definition/english/any-more,adverb,a2,/media/english/us_pron/a/any/any_m/any_more_1_us_1.mp3,/media/english/uk_pron/a/any/any_m/any_more_1_gb_1.mp3
anybody,/definition/english/anybody,pronoun,a2,/media/english/us_pron/a/any/anybo/anybody__us_4_rr.mp3,/media/english/uk_pron/a/any/anybo/anybody__gb_1.mp3
anyone,/definition/english/anyone,pronoun,a1,/media/english/us_pron/a/any/anyon/anyone__us_1_rr.mp3,/media/english/uk_pron/a/any/anyon/anyone__gb_1.mp3
anything,/definition/english/anything,pronoun,a1,/media/english/us_pron/a/any/anyth/anything__us_1.mp3,/media/english/uk_pron/a/any/anyth/anything__gb_1.mp3
anyway,/definition/english/anyway,adverb,a2,/media/english/us_pron/a/any/anywa/anyway__us_1.mp3,/media/english/uk_pron/a/any/anywa/anyway__gb_1.mp3
anywhere,/definition/english/anywhere_1,adverb,a2,/media/english/us_pron/a/any/anywh/anywhere__us_1.mp3,/media/english/uk_pron/a/any/anywh/anywhere__gb_1.mp3
anywhere,/definition/english/anywhere_2,pronoun,a2,/media/english/us_pron/a/any/anywh/anywhere__us_1.mp3,/media/english/uk_pron/a/any/anywh/anywhere__gb_1.mp3
apart,/definition/english/apart,adverb,b1,/media/english/us_pron/a/apa/apart/apart__us_1.mp3,/media/english/uk_pron/a/apa/apart/apart__gb_1.mp3
apartment,/definition/english/apartment,noun,a1,/media/english/us_pron/a/apa/apart/apartment__us_1.mp3,/media/english/uk_pron/a/apa/apart/apartment__gb_1.mp3
apologize,/definition/english/apologize,verb,b1,/media/english/us_pron/a/apo/apolo/apologize__us_1.mp3,/media/english/uk_pron/a/apo/apolo/apologize__gb_1.mp3
apology,/definition/english/apology,noun,b2,/media/english/us_pron/a/apo/apolo/apology__us_1.mp3,/media/english/uk_pron/a/apo/apolo/apology__gb_1.mp3
app,/definition/english/app,noun,a2,/media/english/us_pron/a/app/app__/app__us_1.mp3,/media/english/uk_pron/a/app/app__/app__gb_1.mp3
apparatus,/definition/english/apparatus,noun,c1,/media/english/us_pron/a/app/appar/apparatus__us_1_rr.mp3,/media/english/uk_pron/a/app/appar/apparatus__gb_1.mp3
apparent,/definition/english/apparent,adjective,b2,/media/english/us_pron/a/app/appar/apparent__us_1.mp3,/media/english/uk_pron/a/app/appar/apparent__gb_2.mp3
apparently,/definition/english/apparently,adverb,b2,/media/english/us_pron/a/app/appar/apparently__us_3.mp3,/media/english/uk_pron/a/app/appar/apparently__gb_1.mp3
appeal,/definition/english/appeal_1,noun,b2,/media/english/us_pron/a/app/appea/appeal__us_2.mp3,/media/english/uk_pron/a/app/appea/appeal__gb_1.mp3
appeal,/definition/english/appeal_2,verb,b2,/media/english/us_pron/a/app/appea/appeal__us_2.mp3,/media/english/uk_pron/a/app/appea/appeal__gb_1.mp3
appealing,/definition/english/appealing,adjective,c1,/media/english/us_pron/a/app/appea/appealing__us_1.mp3,/media/english/uk_pron/a/app/appea/appealing__gb_1.mp3
appear,/definition/english/appear,verb,a2,/media/english/us_pron/a/app/appea/appear__us_2.mp3,/media/english/uk_pron/a/app/appea/appear__gb_2.mp3
appearance,/definition/english/appearance,noun,a2,/media/english/us_pron/a/app/appea/appearance__us_1.mp3,/media/english/uk_pron/a/app/appea/appearance__gb_1.mp3
appetite,/definition/english/appetite,noun,c1,/media/english/us_pron/a/app/appet/appetite__us_1.mp3,/media/english/uk_pron/a/app/appet/appetite__gb_1.mp3
applaud,/definition/english/applaud,verb,c1,/media/english/us_pron/a/app/appla/applaud__us_1.mp3,/media/english/uk_pron/a/app/appla/applaud__gb_1.mp3
apple,/definition/english/apple,noun,a1,/media/english/us_pron/a/app/apple/apple__us_1.mp3,/media/english/uk_pron/a/app/apple/apple__gb_1.mp3
applicable,/definition/english/applicable,adjective,c1,/media/english/us_pron/a/app/appli/applicable__us_2_rr.mp3,/media/english/uk_pron/a/app/appli/applicable__gb_1.mp3
applicant,/definition/english/applicant,noun,b2,/media/english/us_pron/a/app/appli/applicant__us_1.mp3,/media/english/uk_pron/a/app/appli/applicant__gb_1.mp3
application,/definition/english/application,noun,b1,/media/english/us_pron/a/app/appli/application__us_2.mp3,/media/english/uk_pron/a/app/appli/application__gb_2.mp3
apply,/definition/english/apply,verb,a2,/media/english/us_pron/a/app/apply/apply__us_1.mp3,/media/english/uk_pron/a/app/apply/apply__gb_1.mp3
appoint,/definition/english/appoint,verb,c1,/media/english/us_pron/a/app/appoi/appoint__us_1.mp3,/media/english/uk_pron/a/app/appoi/appoint__gb_1.mp3
appointment,/definition/english/appointment,noun,b1,/media/english/us_pron/a/app/appoi/appointment__us_1.mp3,/media/english/uk_pron/a/app/appoi/appointment__gb_1.mp3
appreciate,/definition/english/appreciate,verb,b1,/media/english/us_pron/a/app/appre/appreciate__us_1.mp3,/media/english/uk_pron/a/app/appre/appreciate__gb_1.mp3
appreciation,/definition/english/appreciation,noun,c1,/media/english/us_pron/a/app/appre/appreciation__us_1.mp3,/media/english/uk_pron/a/app/appre/appreciation__gb_1.mp3
approach,/definition/english/approach_1,noun,b2,/media/english/us_pron/a/app/appro/approach__us_1.mp3,/media/english/uk_pron/a/app/appro/approach__gb_2.mp3
approach,/definition/english/approach_2,verb,b2,/media/english/us_pron/a/app/appro/approach__us_1.mp3,/media/english/uk_pron/a/app/appro/approach__gb_2.mp3
appropriate,/definition/english/appropriate_1,adjective,b2,/media/english/us_pron/a/app/appro/appropriate__us_1.mp3,/media/english/uk_pron/a/app/appro/appropriate__gb_4.mp3
appropriately,/definition/english/appropriately,adverb,b2,/media/english/us_pron/a/app/appro/appropriately__us_1.mp3,/media/english/uk_pron/a/app/appro/appropriately__gb_1.mp3
approval,/definition/english/approval,noun,b2,/media/english/us_pron/a/app/appro/approval__us_1.mp3,/media/english/uk_pron/a/app/appro/approval__gb_1.mp3
